"Description (English)","Description (français)","GSIN Description (English)","Description du NIBS (français)","GSIN Code/Code NIBS","Vendor Legal Name/Dénomination sociale du fournisseur","Vendor Operating Name/Nom commercial du fournisseur","End User","Utilisateur final","Start Date/Date de début","End Date/Date de fin","Delivery Point Code/Code du point de livraison","Delivery Point (English)","Point de livraison (français)","Agreement Type (English)","Type d'accord (français)","Standing Offer Number/Numéro d'accord"
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Cistel Technology Inc.","Cistel Technology Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/056/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"ConversArt Consulting Limited",ConversArt,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/057/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Consultation Lucen Inc.","Consultation Lucen Consulting Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/058/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Christine Boehringer","Christine Boehringer","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/059/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Canadian Development Consultants International Inc.","CDCI Research","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/060/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"CoreTracks Inc.",CoreTracks,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/061/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Carolyn Leahy","Carolyn Leahy","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/062/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"CONTRACT COMMUNITY INC., NISHA TECHNOLOGIES INC IN JOINT VENTURE","CONTRACT COMMUNITY INC., NISHA TECHNOLOGIES INC IN JOINT VENTURE","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/063/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Conseillers en Informatique d'affaires C I A inc.","Conseillers en informatique d'affaires","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/064/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Callihoo Consulting Group Inc.","Callihoo Consulting Group Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/065/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"CONFLUENCE CONSULTING INC.","CONFLUENCE CONSULTING INC.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/066/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"CORADIX Technology Consulting Ltd.","CORADIX Technology Consulting Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/067/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"COPEM Consulting Inc.","COPEM Consulting Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/068/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,CIMA+,"CIMA + SENC","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/069/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"DPRA Canada Incorporated","DPRA Canada Incorporated","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/070/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"QMR Staffing Solutions Incorporated","QMR Consulting & Professional Staffing","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/071/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"QUANTUM MANAGEMENT SERVICES LTD / LES SERVICES DE GESTION QUANTUM LIMITEE","Quantum Management Services","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/072/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Phirelight Security Solutions Inc.",Phirelight,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/073/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"ECON Inc.","DBS International","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/074/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"6358977 Canada Ltd.","6358977 Canada Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/075/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"3993469 CANADA INC.","3993469 CANADA INC.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/076/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"1019837 Ontario Inc.","Dynamic Personnel Consultants","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/077/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"168446 Canada Inc","The Delta Partners","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/078/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"GeITExperT Inc.","Josée Pagé, IT/IM Strategic Advisor, ITIL Expert v2/v3","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/079/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"3755479 Canada Inc.","MaxSys Staffing & Consulting","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/080/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"1270665 Ontario Inc.","Environmental and Management Consultant","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/081/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"2060945 ONTARIO INC.","2060945 ONTARIO INC.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/082/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"33753 Yukon Inc. o/a Vector Research","Vector Research","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/083/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Toppazzini&Lee Consulting Inc","Toppazzini&Lee Consulting Inc","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/084/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"SERVICES CONSEILS GHISLAINE LABRECQUE INC.","SERVICES CONSEILS GHISLAINE LABRECQUE INC.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/085/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Sogémap inc.","Sogémap inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/086/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Science-Metrix Inc.","Science-Metrix Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/087/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Services de consultation SERVA Inc.","Services de consultation SERVA Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/088/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"EVISION INC., SOFTSIM TECHNOLOGIES INC, IN JOINT VENTURE","EVISION INC., SOFTSIM TECHNOLOGIES INC, IN JOINT VENTURE","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/089/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"SOFTSIM TECHNOLOGIES INC","SOFTSIM TECHNOLOGIES INC","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/090/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"3923746 CANADA INC.","SJM Consulting","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/091/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"MHPM Project Managers Inc.","MHPM Project Managers Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/092/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"MGIS INC., B D M K CONSULTANTS INC IN JOINT VENTURE","MGIS INC., B D M K CONSULTANTS INC IN JOINT VENTURE","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/093/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"The Strategic Review Group Inc.","The Strategic Review Group Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/094/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Turner and Townsend cm2r","TURNER & TOWNSEND CM2R INC.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/095/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"The Devon Group Ltd.","The Devon Group Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/096/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"INROUND INNOVATIONS INCORPORATED, RADAR SOLUTIONS GROUP INC, MUNROE TECHNOLOGIES INC., IN JOINT VENTURE","Team inRound - TSPS","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/097/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"TRM Technologies Inc.","TRM Technologies Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/098/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"TDV Global Inc.","TDV Global Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/099/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"GROUPE INTERSOL GROUP LTEE","Intersol Group","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/100/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"G W DELORME MANAGEMENT LTD","G W DELORME MANAGEMENT LTD","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/101/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Gris Orange Consultant Inc.","Gris Orange Consultant Inc.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/102/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"Gordon Point Informatics Ltd.","Gordon Point Informatics Ltd.","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/103/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"TEKSYSTEMS CANADA INC./SOCIETY TEKSYSTEMS CANADA INC",TEKsystems,"Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/104/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"TAG HR The Associates Group Inc.","TAG HR - The Associates Group Human Resources","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/105/ZN
TSPS,SPTS,"Professional Services","Services professionnels",R019BF,"The Halifax Group","The Halifax Group","Public Works & Government Services Canada","Travaux publics et Services gouvernementaux Canada",2012-04-23,2013-10-23,NA,National,Nationale,RMSO,OCPR,E60ZN-110001/106/ZN
